date,bus,rail,total_rides
2010-11-08,1046515,709569,1756084
2010-11-09,1058688,721276,1779964
2010-11-10,1065459,729087,1794546
2010-11-11,882944,660145,1543089
2010-11-12,951645,714781,1666426
2010-11-13,600900,436971,1037871
2010-11-14,483592,306831,790423
2010-11-15,1013081,704470,1717551
2010-11-16,1041704,720439,1762143
2010-11-17,1033004,717114,1750118
2010-11-18,984043,712787,1696830
2010-11-19,1038686,715507,1754193
2010-11-20,640618,545276,1185894
2010-11-21,437682,295297,732979
2010-11-22,957125,667375,1624500
2010-11-23,1006493,698730,1705223
2010-11-24,898974,621938,1520912
2010-11-25,312756,195258,508014
2010-11-26,557867,369071,926938
2010-11-27,517892,340136,858028
2010-11-28,401514,271093,672607
2010-11-29,974393,658026,1632419
2010-11-30,970873,672281,1643154
2010-12-01,999878,678039,1677917
2010-12-02,1008349,688764,1697113
2010-12-03,985527,691211,1676738
2010-12-04,586500,407739,994239
2010-12-05,406680,277309,683989
2010-12-06,944575,641755,1586330
2010-12-07,954467,652015,1606482
2010-12-08,968593,662398,1630991
2010-12-09,957337,667827,1625164
2010-12-10,986800,682824,1669624
2010-12-11,573203,388409,961612
2010-12-12,330377,249350,579727
2010-12-13,829736,598167,1427903
2010-12-14,888812,623467,1512279
2010-12-15,922552,640490,1563042
2010-12-16,919713,644539,1564252
2010-12-17,932601,642967,1575568
2010-12-18,570331,370965,941296
2010-12-19,404153,269162,673315
2010-12-20,791684,573110,1364794
2010-12-21,786351,574097,1360448
2010-12-22,786757,558711,1345468
2010-12-23,740052,489295,1229347
2010-12-24,513353,261461,774814
2010-12-25,233266,128261,361527
2010-12-26,346331,215163,561494
2010-12-27,673638,435925,1109563
2010-12-28,717933,490978,1208911
2010-12-29,731000,513271,1244271
2010-12-30,754297,524961,1279258
2010-12-31,609114,391713,1000827
2011-01-01,342872,239754,582626
2011-01-02,364165,225886,590051
2011-01-03,925770,581035,1506805
2011-01-04,946232,621057,1567289
2011-01-05,950712,624027,1574739
2011-01-06,939518,625246,1564764
2011-01-07,927173,622084,1549257
2011-01-08,540394,333951,874345
2011-01-09,380762,237361,618123
2011-01-10,966448,639852,1606300
2011-01-11,923590,654856,1578446
2011-01-12,960115,657426,1617541
2011-01-13,969691,661269,1630960
2011-01-14,983953,656551,1640504
2011-01-15,567710,355580,923290
2011-01-16,386280,260631,646911
2011-01-17,613773,422788,1036561
2011-01-18,991055,678327,1669382
2011-01-19,1006033,679355,1685388
2011-01-20,975376,674347,1649723
2011-01-21,853208,598356,1451564
2011-01-22,522699,330666,853365
2011-01-23,375396,253697,629093
2011-01-24,972155,654573,1626728
2011-01-25,1006376,680037,1686413
2011-01-26,1014944,681652,1696596
2011-01-27,994412,685346,1679758
2011-01-28,930518,655861,1586379
2011-01-29,617408,381200,998608
2011-01-30,406547,254689,661236
2011-01-31,1001892,670399,1672291
2011-02-01,814985,640223,1455208
2011-02-02,219234,209287,428521
2011-02-03,732420,580480,1312900
2011-02-04,933210,715546,1648756
2011-02-05,615765,400440,1016205
2011-02-06,402275,273038,675313
2011-02-07,996782,693321,1690103
2011-02-08,986388,697441,1683829
2011-02-09,941631,676705,1618336
2011-02-10,940692,676869,1617561
2011-02-11,965062,659696,1624758
2011-02-12,663253,415060,1078313
2011-02-13,474048,303381,777429
2011-02-14,1064293,708790,1773083
2011-02-15,1041367,702586,1743953
2011-02-16,1050045,709634,1759679
2011-02-17,1046143,719471,1765614
2011-02-18,1053474,710682,1764156
2011-02-19,675487,431010,1106497
2011-02-20,385554,261695,647249
2011-02-21,706507,504444,1210951
2011-02-22,1004067,692661,1696728
2011-02-23,1026312,701009,1727321
2011-02-24,1030542,708692,1739234
2011-02-25,1015416,691267,1706683
2011-02-26,601634,393242,994876
2011-02-27,419643,278593,698236
2011-02-28,1007930,681614,1689544
2011-03-01,1064543,709683,1774226
2011-03-02,1038790,702291,1741081
2011-03-03,1057767,709973,1767740
2011-03-04,1019568,681216,1700784
2011-03-05,581121,375814,956935
2011-03-06,428668,275314,703982
2011-03-07,889994,640899,1530893
2011-03-08,1054432,710380,1764812
2011-03-09,1014632,697366,1711998
2011-03-10,1019921,707389,1727310
2011-03-11,1047012,708603,1755615
2011-03-12,630826,500559,1131385
2011-03-13,429046,284406,713452
2011-03-14,1019671,686277,1705948
2011-03-15,1025714,699145,1724859
2011-03-16,1057440,725095,1782535
2011-03-17,1039329,730561,1769890
2011-03-18,1028193,706274,1734467
2011-03-19,661882,426128,1088010
2011-03-20,397653,263022,660675
2011-03-21,1009091,661503,1670594
2011-03-22,964687,653024,1617711
2011-03-23,1000324,667467,1667791
2011-03-24,984660,671765,1656425
2011-03-25,995334,661865,1657199
2011-03-26,603928,387317,991245
2011-03-27,421290,276610,697900
2011-03-28,1005055,674351,1679406
2011-03-29,1018975,688681,1707656
2011-03-30,1022399,692860,1715259
2011-03-31,958648,709483,1668131
2011-04-01,960123,712981,1673104
2011-04-02,688873,457067,1145940
2011-04-03,450017,305328,755345
2011-04-04,1021955,695709,1717664
2011-04-05,1063835,723943,1787778
2011-04-06,1032831,725191,1758022
2011-04-07,982880,719890,1702770
2011-04-08,1006956,701186,1708142
2011-04-09,675312,462038,1137350
2011-04-10,483207,359065,842272
2011-04-11,999639,696423,1696062
2011-04-12,1036334,717458,1753792
2011-04-13,1040300,721206,1761506
2011-04-14,1016435,720731,1737166
2011-04-15,966032,691935,1657967
2011-04-16,587114,398192,985306
2011-04-17,452131,306186,758317
2011-04-18,861574,655013,1516587
2011-04-19,862770,627085,1489855
2011-04-20,895201,684367,1579568
2011-04-21,919676,685284,1604960
2011-04-22,767236,583531,1350767
2011-04-23,644228,421767,1065995
2011-04-24,415484,274724,690208
2011-04-25,970581,685301,1655882
2011-04-26,1009393,717303,1726696
2011-04-27,960037,712176,1672213
2011-04-28,972352,710559,1682911
2011-04-29,1083692,738332,1822024
2011-04-30,677693,452569,1130262
2011-05-01,474621,320956,795577
2011-05-02,1040468,694159,1734627
2011-05-03,1063059,708526,1771585
2011-05-04,1068494,718706,1787200
2011-05-05,1045556,720006,1765562
2011-05-06,1054724,732966,1787690
2011-05-07,642855,443268,1086123
2011-05-08,474170,325850,800020
2011-05-09,996746,680206,1676952
2011-05-10,1050936,734088,1785024
2011-05-11,1022323,724069,1746392
2011-05-12,1026861,739195,1766056
2011-05-13,1005681,728981,1734662
2011-05-14,574990,412250,987240
2011-05-15,386219,279473,665692
2011-05-16,1002206,683002,1685208
2011-05-17,1012424,694950,1707374
2011-05-18,996766,688457,1685223
2011-05-19,1014161,705964,1720125
2011-05-20,1027404,710957,1738361
2011-05-21,625518,421143,1046661
2011-05-22,460481,321421,781902
2011-05-23,997460,682656,1680116
2011-05-24,1019381,719974,1739355
2011-05-25,932486,676081,1608567
2011-05-26,954623,693660,1648283
2011-05-27,1005068,695755,1700823
2011-05-28,586663,420778,1007441
2011-05-29,392008,306407,698415
2011-05-30,512702,387955,900657
2011-05-31,976956,683927,1660883
2011-06-01,1077060,728801,1805861
2011-06-02,1037191,707569,1744760
2011-06-03,1084952,753705,1838657
2011-06-04,660496,465907,1126403
2011-06-05,498740,355072,853812
2011-06-06,1026379,723353,1749732
2011-06-07,1023477,727689,1751166
2011-06-08,1027909,731488,1759397
2011-06-09,925826,677601,1603427
2011-06-10,991111,699233,1690344
2011-06-11,639456,452885,1092341
2011-06-12,492490,388957,881447
2011-06-13,1005818,726932,1732750
2011-06-14,1009778,739810,1749588
2011-06-15,927263,708511,1635774
2011-06-16,960885,741999,1702884
2011-06-17,1038570,787772,1826342
2011-06-18,668147,502500,1170647
2011-06-19,479157,352290,831447
2011-06-20,863375,666828,1530203
2011-06-21,928457,698702,1627159
2011-06-22,906400,695241,1601641
2011-06-23,918605,692002,1610607
2011-06-24,923487,714821,1638308
2011-06-25,672716,511370,1184086
2011-06-26,513140,561689,1074829
2011-06-27,915375,702396,1617771
2011-06-28,974240,768178,1742418
2011-06-29,966399,754551,1720950
2011-06-30,947943,753565,1701508
2011-07-01,940403,723107,1663510
2011-07-02,701711,514859,1216570
2011-07-03,546895,441925,988820
2011-07-04,502623,375468,878091
2011-07-05,944119,684091,1628210
2011-07-06,961177,711577,1672754
2011-07-07,960396,717952,1678348
2011-07-08,973648,738968,1712616
2011-07-09,688403,487196,1175599
2011-07-10,487215,355799,843014
2011-07-11,899672,654659,1554331
2011-07-12,953976,695840,1649816
2011-07-13,968000,712673,1680673
2011-07-14,963077,746693,1709770
2011-07-15,960761,767058,1727819
2011-07-16,671209,512671,1183880
2011-07-17,487492,390269,877761
2011-07-18,912074,708169,1620243
2011-07-19,938830,721231,1660061
2011-07-20,908375,711617,1619992
2011-07-21,901635,693073,1594708
2011-07-22,890894,700452,1591346
2011-07-23,641738,478455,1120193
2011-07-24,440442,346005,786447
2011-07-25,932136,698802,1630938
2011-07-26,958271,708596,1666867
2011-07-27,926794,697817,1624611
2011-07-28,916275,689617,1605892
2011-07-29,942044,711542,1653586
2011-07-30,677527,472828,1150355
2011-07-31,491214,372586,863800
2011-08-01,951492,707492,1658984
2011-08-02,921043,682755,1603798
2011-08-03,984399,715612,1700011
2011-08-04,953514,745527,1699041
2011-08-05,968013,822093,1790106
2011-08-06,682517,569511,1252028
2011-08-07,479588,426721,906309
2011-08-08,912362,692657,1605019
2011-08-09,958406,713624,1672030
2011-08-10,963575,720504,1684079
2011-08-11,957398,709254,1666652
2011-08-12,955597,709694,1665291
2011-08-13,627401,457851,1085252
2011-08-14,470358,358606,828964
2011-08-15,936932,668224,1605156
2011-08-16,945179,688071,1633250
2011-08-17,943997,692781,1636778
2011-08-18,951134,707426,1658560
2011-08-19,981727,751679,1733406
2011-08-20,622722,472815,1095537
2011-08-21,536280,420416,956696
2011-08-22,968715,704225,1672940
2011-08-23,914499,688649,1603148
2011-08-24,999361,728732,1728093
2011-08-25,1003797,744805,1748602
2011-08-26,997931,710247,1708178
2011-08-27,691082,463528,1154610
2011-08-28,488275,339049,827324
2011-08-29,988033,712733,1700766
2011-08-30,991793,719656,1711449
2011-08-31,1011858,728047,1739905
2011-09-01,1047270,739620,1786890
2011-09-02,1001837,741985,1743822
2011-09-03,655947,472827,1128774
2011-09-04,529593,432441,962034
2011-09-05,471000,356948,827948
2011-09-06,1116811,746632,1863443
2011-09-07,1079256,773670,1852926
2011-09-08,1058730,770455,1829185
2011-09-09,1049654,754824,1804478
2011-09-10,665138,486616,1151754
2011-09-11,483138,356915,840053
2011-09-12,1077578,756209,1833787
2011-09-13,1101495,775124,1876619
2011-09-14,1068594,768114,1836708
2011-09-15,1078395,780369,1858764
2011-09-16,1061833,774553,1836386
2011-09-17,684347,511704,1196051
2011-09-18,433064,328422,761486
2011-09-19,1056731,758422,1815153
2011-09-20,1094671,787667,1882338
2011-09-21,1090762,780222,1870984
2011-09-22,1076129,770485,1846614
2011-09-23,1013491,751348,1764839
2011-09-24,655360,466534,1121894
2011-09-25,448547,333394,781941
2011-09-26,1028362,733053,1761415
2011-09-27,1059305,751659,1810964
2011-09-28,1053206,759071,1812277
2011-09-29,1051634,753753,1805387
2011-09-30,1066348,757321,1823669
2017-09-01,827394,760661,1588055
2011-10-01,701783,480889,1182672
2011-10-02,486409,344520,830929
2011-10-03,1091676,751034,1842710
2011-10-04,1090878,767029,1857907
2011-10-05,1083300,774142,1857442
2011-10-06,1076741,783363,1860104
2011-10-07,1074577,783590,1858167
2011-10-08,692368,523113,1215481
2011-10-09,463310,519453,982763
2011-10-10,857528,669173,1526701
2011-10-11,1073195,770542,1843737
2011-10-12,1068602,776561,1845163
2011-10-13,1011085,773498,1784583
2011-10-14,1058024,783903,1841927
2011-10-15,686909,508391,1195300
2011-10-16,457725,351070,808795
2011-10-17,1060560,752887,1813447
2011-10-18,1054603,759917,1814520
2011-10-19,987878,738984,1726862
2011-10-20,1019401,763556,1782957
2011-10-21,1072848,782981,1855829
2011-10-22,678136,497703,1175839
2011-10-23,476507,341626,818133
2011-10-24,1054251,747402,1801653
2011-10-25,1066867,757975,1824842
2011-10-26,1055199,756804,1812003
2011-10-27,1061301,771358,1832659
2011-10-28,993735,758294,1752029
2011-10-29,665331,469295,1134626
2011-10-30,433281,318565,751846
2011-10-31,1027078,734500,1761578
2011-10-01,701783,480889,1182672
2011-10-02,486409,344520,830929
2011-10-03,1091676,751034,1842710
2011-10-04,1090878,767029,1857907
2011-10-05,1083300,774142,1857442
2011-10-06,1076741,783363,1860104
2011-10-07,1074577,783590,1858167
2011-10-08,692368,523113,1215481
2011-10-09,463310,519453,982763
2011-10-10,857528,669173,1526701
2011-10-11,1073195,770542,1843737
2011-10-12,1068602,776561,1845163
2011-10-13,1011085,773498,1784583
2011-10-14,1058024,783903,1841927
2011-10-15,686909,508391,1195300
2011-10-16,457725,351070,808795
2011-10-17,1060560,752887,1813447
2011-10-18,1054603,759917,1814520
2011-10-19,987878,738984,1726862
2011-10-20,1019401,763556,1782957
2011-10-21,1072848,782981,1855829
2011-10-22,678136,497703,1175839
2011-10-23,476507,341626,818133
2011-10-24,1054251,747402,1801653
2011-10-25,1066867,757975,1824842
2011-10-26,1055199,756804,1812003
2011-10-27,1061301,771358,1832659
2011-10-28,993735,758294,1752029
2011-10-29,665331,469295,1134626
2011-10-30,433281,318565,751846
2011-10-31,1027078,734500,1761578
2011-11-01,1098741,762893,1861634
2011-11-02,1077675,764539,1842214
2011-11-03,1011408,755888,1767296
2011-11-04,1093806,785515,1879321
2011-11-05,686104,513654,1199758
2011-11-06,477456,331327,808783
2011-11-07,1061041,749043,1810084
2011-11-08,1008764,742973,1751737
2011-11-09,1036190,759696,1795886
2011-11-10,970822,755282,1726104
2011-11-11,879535,681237,1560772
2011-11-12,660488,474088,1134576
2011-11-13,463513,338816,802329
2011-11-14,1047638,741813,1789451
2011-11-15,1079072,770828,1849900
2011-11-16,1043071,758159,1801230
2011-11-17,998699,752834,1751533
2011-11-18,965671,743405,1709076
2011-11-19,657115,530802,1187917
2011-11-20,456466,328721,785187
2011-11-21,1039312,726360,1765672
2011-11-22,986650,714844,1701494
2011-11-23,992006,680837,1672843
2011-11-24,340929,235194,576123
2011-11-25,652271,435428,1087699
2011-11-26,588157,348525,936682
2011-11-27,397179,274323,671502
2011-11-28,1016597,703558,1720155
2011-11-29,991030,708638,1699668
2011-11-30,1043354,730140,1773494
2011-12-01,1089263,747269,1836532
2011-12-02,1095431,757734,1853165
2011-12-03,662075,461349,1123424
2011-12-04,454576,327051,781627
2011-12-05,1051712,698735,1750447
2011-12-06,1035064,712288,1747352
2011-12-07,1032787,718567,1751354
2011-12-08,1023297,721739,1745036
2011-12-09,1006182,726618,1732800
2011-12-10,604502,435343,1039845
2011-12-11,442689,306703,749392
2011-12-12,988026,673314,1661340
2011-12-13,1002723,691649,1694372
2011-12-14,939524,675577,1615101
2011-12-15,994244,701181,1695425
2011-12-16,1006755,703365,1710120
2011-12-17,615724,436091,1051815
2011-12-18,455044,325822,780866
2011-12-19,965235,657231,1622466
2011-12-20,951363,656796,1608159
2011-12-21,948139,649395,1597534
2011-12-22,901280,615248,1516528
2011-12-23,855427,539186,1394613
2011-12-24,509237,262788,772025
2011-12-25,273257,144879,418136
2011-12-26,463630,297972,761602
2011-12-27,721508,498735,1220243
2011-12-28,747970,535232,1283202
2011-12-29,767769,553630,1321399
2011-12-30,762618,528085,1290703
2011-12-31,583259,408205,991464
2012-01-01,338458,277156,615614
2012-01-02,427028,300131,727159
2012-01-03,810076,600940,1411016
2012-01-04,839010,626372,1465382
2012-01-05,841665,652474,1494139
2012-01-06,870446,666379,1536825
2012-01-07,583725,390564,974289
2012-01-08,411272,275439,686711
2012-01-09,968136,683105,1651241
2012-01-10,1019667,698468,1718135
2012-01-11,1036505,709539,1746044
2012-01-12,950402,715474,1665876
2012-01-13,940512,692943,1633455
2012-01-14,557653,377455,935108
2012-01-15,402980,276691,679671
2012-01-16,639506,459803,1099309
2012-01-17,1016429,725950,1742379
2012-01-18,1017072,722473,1739545
2012-01-19,983178,711259,1694437
2012-01-20,826497,746064,1572561
2012-01-21,552163,394407,946570
2012-01-22,392633,273772,666405
2012-01-23,1010116,710762,1720878
2012-01-24,1050018,732063,1782081
2012-01-25,1051823,734192,1786015
2012-01-26,1052929,739012,1791941
2012-01-27,968530,720988,1689518
2012-01-28,621329,419586,1040915
2012-01-29,416383,293146,709529
2012-01-30,1023037,704317,1727354
2012-01-31,1059681,731360,1791041
2012-02-01,1111421,736252,1847673
2012-02-02,1081236,739698,1820934
2012-02-03,1014951,714336,1729287
2012-02-04,661534,418503,1080037
2012-02-05,462359,289438,751797
2012-02-06,1038157,699926,1738083
2012-02-07,1040979,721937,1762916
2012-02-08,1069324,738273,1807597
2012-02-09,1065885,741959,1807844
2012-02-10,982329,715473,1697802
2012-02-11,591333,399462,990795
2012-02-12,429977,285739,715716
2012-02-13,882797,653118,1535915
2012-02-14,1077348,738384,1815732
2012-02-15,1051929,726359,1778288
2012-02-16,1058911,736170,1795081
2012-02-17,1058544,731415,1789959
2012-02-18,666760,454131,1120891
2012-02-19,475445,322414,797859
2012-02-20,761004,543889,1304893
2012-02-21,1036038,726162,1762200
2012-02-22,1052160,732150,1784310
2012-02-23,1033787,734839,1768626
2012-02-24,989267,712507,1701774
2012-02-25,630649,417134,1047783
2012-02-26,448512,298409,746921
2012-02-27,1023956,703435,1727391
2012-02-28,1039341,720589,1759930
2012-02-29,1055847,736007,1791854
2012-03-01,1075076,739664,1814740
2012-03-02,1031215,705878,1737093
2012-03-03,624519,416704,1041223
2012-03-04,441120,292334,733454
2012-03-05,913762,651903,1565665
2012-03-06,1084176,744478,1828654
2012-03-07,1060619,736849,1797468
2012-03-08,1049305,735123,1784428
2012-03-09,1037776,718371,1756147
2012-03-10,681263,444574,1125837
2012-03-11,482075,316828,798903
2012-03-12,1015965,715585,1731550
2012-03-13,1071861,744918,1816779
2012-03-14,1087551,762671,1850222
2012-03-15,1061219,763525,1824744
2012-03-16,1044828,774035,1818863
2012-03-17,755574,708351,1463925
2012-03-18,504213,359041,863254
2012-03-19,1015401,707467,1722868
2012-03-20,1043797,718050,1761847
2012-03-21,1050000,723631,1773631
2012-03-22,1016361,717170,1733531
2012-03-23,945472,685518,1630990
2012-03-24,641412,430070,1071482
2012-03-25,470355,355696,826051
2012-03-26,996549,700972,1697521
2012-03-27,1024173,723040,1747213
2012-03-28,1029545,735639,1765184
2012-03-29,1013994,734424,1748418
2012-03-30,1001257,709407,1710664
2012-03-31,646169,440893,1087062
2012-04-01,477703,321629,799332
2012-04-02,935073,696533,1631606
2012-04-03,972756,720709,1693465
2012-04-04,954947,724726,1679673
2012-04-05,933666,750000,1683666
2012-04-06,861696,642047,1503743
2012-04-07,637466,434835,1072301
2012-04-08,429398,289618,719016
2012-04-09,1010279,727154,1737433
2012-04-10,1038779,751834,1790613
2012-04-11,1053786,760911,1814697
2012-04-12,1050150,775089,1825239
2012-04-13,958166,741802,1699968
2012-04-14,644498,470545,1115043
2012-04-15,443006,320025,763031
2012-04-16,996333,713598,1709931
2012-04-17,1056910,744763,1801673
2012-04-18,1031225,736936,1768161
2012-04-19,989282,743350,1732632
2012-04-20,994547,737187,1731734
2012-04-21,656064,471715,1127779
2012-04-22,448386,333024,781410
2012-04-23,1031544,739667,1771211
2012-04-24,1003275,750511,1753786
2012-04-25,978891,740777,1719668
2012-04-26,1044469,760338,1804807
2012-04-27,1026691,745495,1772186
2012-04-28,592513,425418,1017931
2012-04-29,445246,322436,767682
2012-04-30,977200,703630,1680830
2012-05-01,1073425,743154,1816579
2012-05-02,1060720,754536,1815256
2012-05-03,1086032,766616,1852648
2012-05-04,1054307,778105,1832412
2012-05-05,666613,497814,1164427
2012-05-06,434634,343213,777847
2012-05-07,1000335,731509,1731844
2012-05-08,1062602,762274,1824876
2012-05-09,1041744,752170,1793914
2012-05-10,1036368,743841,1780209
2012-05-11,1042715,745296,1788011
2012-05-12,610945,427440,1038385
2012-05-13,455430,321345,776775
2012-05-14,983231,700274,1683505
2012-05-15,1023348,720962,1744310
2012-05-16,1013654,734234,1747888
2012-05-17,1014361,746681,1761042
2012-05-18,980261,694037,1674298
2012-05-19,646682,465776,1112458
2012-05-20,445099,374706,819805
2012-05-21,884516,568256,1452772
2012-05-22,1014156,721698,1735854
2012-05-23,1019498,738794,1758292
2012-05-24,1016089,756023,1772112
2012-05-25,1005567,736144,1741711
2012-05-26,636093,469284,1105377
2012-05-27,502724,392936,895660
2012-05-28,463763,362808,826571
2012-05-29,1012629,719096,1731725
2012-05-30,1001845,742834,1744679
2012-05-31,910804,714511,1625315
2012-06-01,1034827,750848,1785675
2012-06-02,698536,489792,1188328
2012-06-03,512841,354121,866962
2012-06-04,1035294,726053,1761347
2012-06-05,1048003,749888,1797891
2012-06-06,1033815,753512,1787327
2012-06-07,1031503,768929,1800432
2012-06-08,1023786,802823,1826609
2012-06-09,704117,569867,1273984
2012-06-10,509071,404744,913815
2012-06-11,985578,726731,1712309
2012-06-12,1003612,772974,1776586
2012-06-13,986995,778465,1765460
2012-06-14,959511,783352,1742863
2012-06-15,996431,803508,1799939
2012-06-16,673257,513638,1186895
2012-06-17,497166,372514,869680
2012-06-18,899886,710839,1610725
2012-06-19,934909,725980,1660889
2012-06-20,945821,743331,1689152
2012-06-21,931983,728067,1660050
2012-06-22,958498,755020,1713518
2012-06-23,676430,492238,1168668
2012-06-24,513132,530481,1043613
2012-06-25,933417,725550,1658967
2012-06-26,952845,746532,1699377
2012-06-27,957566,751428,1708994
2012-06-28,880771,702116,1582887
2012-06-29,925177,734451,1659628
2012-06-30,683644,485188,1168832
2012-07-01,474631,350123,824754
2012-07-02,929572,676617,1606189
2012-07-03,976022,710361,1686383
2012-07-04,511376,383942,895318
2012-07-05,833954,628259,1462213
2012-07-06,852806,651815,1504621
2012-07-07,628380,439918,1068298
2012-07-08,490561,341530,832091
2012-07-09,934404,697423,1631827
2012-07-10,958191,713798,1671989
2012-07-11,982452,751429,1733881
2012-07-12,973681,769452,1743133
2012-07-13,918812,781300,1700112
2012-07-14,662503,539189,1201692
2012-07-15,520254,434508,954762
2012-07-16,927149,703975,1631124
2012-07-17,916666,721980,1638646
2012-07-18,947611,737720,1685331
2012-07-19,929760,737674,1667434
2012-07-20,950944,732949,1683893
2012-07-21,682249,467138,1149387
2012-07-22,481281,353089,834370
2012-07-23,915219,695786,1611005
2012-07-24,902916,701367,1604283
2012-07-25,930185,724487,1654672
2012-07-26,945792,720070,1665862
2012-07-27,947151,758858,1706009
2012-07-28,686178,517111,1203289
2012-07-29,488506,374441,862947
2012-07-30,907631,705435,1613066
2012-07-31,927014,719885,1646899
2012-08-01,993124,746620,1739744
2012-08-02,956268,736721,1692989
2012-08-03,997248,828673,1825921
2012-08-04,639837,540564,1180401
2012-08-05,520813,454682,975495
2012-08-06,930469,718004,1648473
2012-08-07,939745,710734,1650479
2012-08-08,937937,714729,1652666
2012-08-09,910038,733293,1643331
2012-08-10,939807,762585,1702392
2012-08-11,634529,525198,1159727
2012-08-12,485254,389752,875006
2012-08-13,862334,675894,1538228
2012-08-14,952867,719794,1672661
2012-08-15,969450,736768,1706218
2012-08-16,894461,689521,1583982
2012-08-17,985722,734329,1720051
2012-08-18,711680,513680,1225360
2012-08-19,526215,381863,908078
2012-08-20,932342,694224,1626566
2012-08-21,989240,725406,1714646
2012-08-22,993443,741288,1734731
2012-08-23,996707,730663,1727370
2012-08-24,995467,757933,1753400
2012-08-25,682483,499512,1181995
2012-08-26,425118,326682,751800
2012-08-27,999090,732088,1731178
2012-08-28,1022555,752842,1775397
2012-08-29,1019369,757338,1776707
2012-08-30,1009624,765912,1775536
2012-08-31,1051323,787713,1839036
2012-09-01,670752,498563,1169315
2012-09-02,522696,425857,948553
2012-09-03,509576,366891,876467
2012-09-04,1101066,757151,1858217
2012-09-05,1081742,778985,1860727
2012-09-06,1106785,787102,1893887
2012-09-07,1057006,798630,1855636
2012-09-08,697211,548107,1245318
2012-09-09,491612,370846,862458
2012-09-10,980800,786943,1767743
2012-09-11,1026114,789589,1815703
2012-09-12,1024605,785316,1809921
2012-09-13,991316,793145,1784461
2012-09-14,1023073,789009,1812082
2012-09-15,707625,533074,1240699
2012-09-16,497209,369738,866947
2012-09-17,972361,749237,1721598
2012-09-18,1009476,774593,1784069
2012-09-19,1090006,805444,1895450
2012-09-20,1087075,814328,1901403
2012-09-21,1043281,804809,1848090
2012-09-22,669729,507218,1176947
2012-09-23,494049,373413,867462
2012-09-24,1067116,777711,1844827
2012-09-25,1093445,787595,1881040
2012-09-26,1088775,786511,1875286
2012-09-27,1082616,810524,1893140
2012-09-28,1080818,803271,1884089
2012-09-29,715790,512833,1228623
2012-09-30,495883,357104,852987
2012-10-01,1117666,783378,1901044
2012-10-02,1108031,806945,1914976
2012-10-03,1115762,810692,1926454
2012-10-04,1099004,810084,1909088
2012-10-05,1069580,808343,1877923
2012-10-06,670397,522379,1192776
2012-10-07,449748,512959,962707
2012-10-08,977879,713083,1690962
2012-10-09,1088484,795608,1884092
2012-10-10,1079860,798154,1878014
2012-10-11,1085498,807251,1892749
2012-10-12,1067152,796441,1863593
2012-10-13,604421,447031,1051452
2012-10-14,443009,327889,770898
2012-10-15,1071312,776921,1848233
2012-10-16,1081929,792993,1874922
2012-10-17,1057430,792225,1849655
2012-10-18,1059957,806783,1866740
2012-10-19,1051902,801852,1853754
2012-10-20,696516,512403,1208919
2012-10-21,493474,354896,848370
2012-10-22,1003315,769024,1772339
2012-10-23,1043067,784378,1827445
2012-10-24,1081481,804851,1886332
2012-10-25,1027919,797938,1825857
2012-10-26,1039677,796666,1836343
2012-10-27,664877,490779,1155656
2012-10-28,454048,341936,795984
2012-10-29,1035050,759113,1794163
2012-10-30,1012512,765043,1777555
2012-10-31,1042048,780984,1823032
2012-11-01,1092827,795031,1887858
2012-11-02,1087124,793396,1880520
2012-11-03,675546,462962,1138508
2012-11-04,486060,347411,833471
2012-11-05,1069691,766701,1836392
2012-11-06,1050908,768986,1819894
2012-11-07,1053498,782333,1835831
2012-11-08,1064006,793455,1857461
2012-11-09,1065181,798839,1864020
2012-11-10,650416,472274,1122690
2012-11-11,479696,353062,832758
2012-11-12,823600,666802,1490402
2012-11-13,1004272,761630,1765902
2012-11-14,1059509,775491,1835000
2012-11-15,1058314,786677,1844991
2012-11-16,1057000,791412,1848412
2012-11-17,675393,567804,1243197
2012-11-18,472178,336771,808949
2012-11-19,1047309,759037,1806346
2012-11-20,1049100,772991,1822091
2012-11-21,990069,705800,1695869
2012-11-22,363466,255982,619448
2012-11-23,589493,413384,1002877
2012-11-24,476658,377956,854614
2012-11-25,417727,304336,722063
2012-11-26,1006387,717499,1723886
2012-11-27,1016872,734908,1751780
2012-11-28,1030518,750417,1780935
2012-11-29,1028698,752188,1780886
2012-11-30,1075641,776494,1852135
2012-12-01,686669,492263,1178932
2012-12-02,484623,350433,835056
2012-12-03,1069024,742337,1811361
2012-12-04,1067467,747543,1815010
2012-12-05,1054367,754701,1809068
2012-12-06,1030407,751285,1781692
2012-12-07,1038662,764843,1803505
2012-12-08,642192,467324,1109516
2012-12-09,418807,295147,713954
2012-12-10,973051,690186,1663237
2012-12-11,995089,711140,1706229
2012-12-12,999666,720758,1720424
2012-12-13,999296,727540,1726836
2012-12-14,1022704,749478,1772182
2012-12-15,597413,425168,1022581
2012-12-16,450355,334285,784640
2012-12-17,953565,683683,1637248
2012-12-18,950660,693703,1644363
2012-12-19,965895,691879,1657774
2012-12-20,876460,660268,1536728
2012-12-21,871165,634264,1505429
2012-12-22,578361,374774,953135
2012-12-23,486169,281962,768131
2012-12-24,545733,313210,858943
2012-12-25,242609,143166,385775
2012-12-26,616049,428605,1044654
2012-12-27,710150,514627,1224777
2012-12-28,753950,546312,1300262
